Date,TargetGroup,Vaccine,Doses,Count
2022-11-28,Age60_69,UNK,SecondDose,2
2022-11-28,Age50_59,UNK,SecondDose,17
2022-11-28,Age50_59,UNK,SecondDose,8
2022-11-28,Age50_59,UNK,SecondDose,6
2022-11-28,Age50_59,UNK,SecondDose,79
2022-11-28,Age50_59,UNK,SecondDose,2
2022-11-14,Age18_24,UNK,SecondDose,10
2022-11-14,Age<18,UNK,SecondDose,57
2022-11-14,Age<18,UNK,SecondDose,81
2022-11-14,Age<18,UNK,SecondDose,21
2022-12-26,ALL,UNK,SecondDose,12
2022-12-26,ALL,UNK,SecondDose,209
2022-07-04,Age80+,UNK,SecondDose,29
2022-07-04,Age80+,UNK,SecondDose,18
2022-07-04,Age80+,UNK,SecondDose,1
2022-07-04,Age70_79,UNK,SecondDose,70
2022-12-26,Age25_49,UNK,SecondDose,1082
2022-12-26,ALL,UNK,SecondDose,0
2022-12-26,ALL,MODBA.1,SecondDose,80
2022-12-19,Age80+,UNK,SecondDose,20
2022-12-19,Age80+,UNK,SecondDose,29
2022-12-19,Age80+,UNK,SecondDose,10
2022-07-04,Age70_79,UNK,SecondDose,44
2022-07-04,Age70_79,UNK,SecondDose,43
2022-07-04,Age50_59,UNK,SecondDose,13
2022-07-04,Age25_49,UNK,SecondDose,306
2022-07-04,Age25_49,UNK,SecondDose,319
2022-07-04,Age<18,UNK,SecondDose,105
2022-07-04,Age<18,UNK,SecondDose,1279
2022-01-17,Age<18,UNK,SecondDose,3868
2022-01-17,Age<18,UNK,SecondDose,1903
2021-08-02,Age50_59,UNK,SecondDose,9994
2021-08-02,Age50_59,UNK,SecondDose,10800
2021-08-02,Age50_59,UNK,SecondDose,14599
2021-11-01,Age18_24,UNK,SecondDose,822
2021-11-01,Age18_24,UNK,SecondDose,1794
2021-11-01,Age18_24,UNK,SecondDose,1497
2021-11-01,Age25_49,UNK,SecondDose,452
2021-08-02,Age60_69,UNK,SecondDose,8593
2021-08-02,Age70_79,UNK,SecondDose,44
2021-08-02,Age70_79,UNK,SecondDose,2033
2021-08-02,Age70_79,UNK,SecondDose,2830
2021-08-02,Age70_79,UNK,SecondDose,3981
2021-08-02,Age70_79,UNK,SecondDose,2740
2021-08-02,Age80+,UNK,SecondDose,127
2021-08-02,Age80+,UNK,SecondDose,1108
2021-08-02,Age80+,UNK,SecondDose,1135
2021-08-02,Age80+,UNK,SecondDose,2035
2021-11-01,Age60_69,UNK,SecondDose,1358
2021-11-01,Age60_69,UNK,SecondDose,2398
2021-11-01,Age60_69,UNK,SecondDose,2391
2021-11-01,Age60_69,UNK,SecondDose,2187
2021-08-09,Age60_69,UNK,SecondDose,86758
2023-01-30,Age60_69,UNK,SecondDose,2
2023-01-30,Age60_69,UNK,SecondDose,8
2023-01-30,Age60_69,UNK,SecondDose,9
2023-01-30,Age60_69,UNK,SecondDose,12
2023-01-30,Age60_69,UNK,SecondDose,44
2023-01-30,Age70_79,UNK,SecondDose,1
2023-01-30,Age70_79,UNK,SecondDose,23
2021-01-04,Age<18,UNK,SecondDose,0
2021-01-04,Age18_24,UNK,SecondDose,0
2022-03-28,Age<18,UNK,SecondDose,22
2021-01-04,Age18_24,UNK,SecondDose,0
2021-01-04,Age50_59,UNK,SecondDose,0
2021-01-04,Age50_59,UNK,SecondDose,0
2021-01-04,Age60_69,UNK,SecondDose,0
2022-03-28,Age<18,UNK,SecondDose,292
2022-03-28,Age<18,UNK,SecondDose,377
2022-03-28,Age<18,UNK,SecondDose,252
2022-03-28,Age18_24,UNK,SecondDose,37
2022-03-28,Age18_24,UNK,SecondDose,93
2022-03-28,Age18_24,UNK,SecondDose,71
2021-01-04,Age80+,UNK,SecondDose,0
2021-01-11,ALL,COM,SecondDose,626
2021-01-11,ALL,JANSS,SecondDose,0
2021-01-11,Age<18,UNK,SecondDose,0
2021-01-11,Age<18,UNK,SecondDose,0
2021-01-11,Age<18,UNK,SecondDose,0
2021-01-11,Age50_59,UNK,SecondDose,7
2022-01-31,Age70_79,UNK,SecondDose,499
2022-03-28,Age18_24,UNK,SecondDose,208
2022-03-28,Age18_24,UNK,SecondDose,11
2022-03-28,Age25_49,UNK,SecondDose,103
2022-01-31,Age70_79,UNK,SecondDose,1494
2022-05-09,Age60_69,UNK,SecondDose,41
2022-05-09,Age60_69,UNK,SecondDose,29
2022-12-19,Age50_59,UNK,SecondDose,82
2022-12-19,Age25_49,UNK,SecondDose,128
2023-06-05,ALL,UNK,SecondDose,124
2023-06-05,ALL,UNK,SecondDose,11
2022-01-17,Age<18,UNK,SecondDose,191
2022-07-04,Age18_24,UNK,SecondDose,293
2022-07-04,Age25_49,UNK,SecondDose,73
2022-07-04,Age25_49,UNK,SecondDose,123
2022-07-04,Age60_69,UNK,SecondDose,116
2022-03-28,Age50_59,UNK,SecondDose,26
2022-03-28,Age50_59,UNK,SecondDose,551
2022-03-28,Age50_59,UNK,SecondDose,184
2022-03-28,Age50_59,UNK,SecondDose,300
2022-04-25,AgeUNK,UNK,SecondDose,0
2022-04-25,ALL,UNK,SecondDose,0
2022-04-25,ALL,MODBA.1,SecondDose,0
2022-04-18,Age70_79,UNK,SecondDose,2
2022-01-17,ALL,UNK,SecondDose,4203
2022-01-17,ALL,UNK,SecondDose,1084
2022-01-17,Age<18,UNK,SecondDose,44962
2022-01-17,ALL,SGSK,SecondDose,0
2022-01-17,ALL,NVXD,SecondDose,0
2022-01-17,ALL,MOD,SecondDose,107996
2022-01-10,Age80+,UNK,SecondDose,215
2022-01-10,Age80+,UNK,SecondDose,1256
2022-01-10,Age80+,UNK,SecondDose,712
2022-01-10,Age80+,UNK,SecondDose,3
2022-01-10,Age80+,UNK,SecondDose,97
2022-04-18,Age60_69,UNK,SecondDose,84
2022-04-18,Age60_69,UNK,SecondDose,112
2022-04-18,Age60_69,UNK,SecondDose,32
2022-01-10,Age70_79,UNK,SecondDose,114
2022-01-10,Age60_69,UNK,SecondDose,5163
2022-01-10,Age60_69,UNK,SecondDose,4199
2022-01-10,Age60_69,UNK,SecondDose,8453
2022-01-10,Age60_69,UNK,SecondDose,86
2022-01-10,Age50_59,UNK,SecondDose,3966
2022-01-10,Age50_59,UNK,SecondDose,11972
2022-01-10,Age50_59,UNK,SecondDose,2916
2022-01-10,Age50_59,UNK,SecondDose,158
2022-01-10,Age50_59,UNK,SecondDose,304
2022-04-18,Age18_24,UNK,SecondDose,178
2022-11-14,Age<18,UNK,SecondDose,44
2022-11-14,Age<18,UNK,SecondDose,24
2021-04-19,Age80+,UNK,SecondDose,14576
2022-11-28,Age25_49,UNK,SecondDose,70
2022-11-28,Age25_49,UNK,SecondDose,74
2022-11-28,Age25_49,UNK,SecondDose,25
2021-12-13,Age<18,UNK,SecondDose,1186
2021-12-13,Age<18,UNK,SecondDose,828
2021-04-19,Age80+,UNK,SecondDose,3
2021-04-19,Age80+,UNK,SecondDose,155
2021-04-19,Age70_79,UNK,SecondDose,16521
2021-08-16,Age50_59,UNK,SecondDose,21709
2021-08-16,Age50_59,UNK,SecondDose,10974
2021-08-16,Age18_24,UNK,SecondDose,4371
2022-11-14,ALL,UNK,SecondDose,22
2021-08-23,Age<18,UNK,SecondDose,942
2021-08-23,Age<18,UNK,SecondDose,34893
2021-09-06,Age50_59,UNK,SecondDose,14775
2022-12-19,Age70_79,UNK,SecondDose,0
2022-12-19,Age70_79,UNK,SecondDose,0
2022-12-19,Age60_69,UNK,SecondDose,1
2022-12-19,Age60_69,UNK,SecondDose,21
2022-12-19,Age60_69,UNK,SecondDose,6
2020-12-28,ALL,UNK,SecondDose,0
2020-12-28,ALL,UNK,SecondDose,0
2020-12-28,Age60_69,UNK,SecondDose,0
2020-12-28,Age18_24,UNK,SecondDose,0
2022-12-19,Age50_59,UNK,SecondDose,22
2022-12-19,Age50_59,UNK,SecondDose,4
2022-12-19,Age25_49,UNK,SecondDose,280
2022-12-19,Age25_49,UNK,SecondDose,92
2022-12-19,Age25_49,UNK,SecondDose,24
2022-12-19,Age25_49,UNK,SecondDose,49
2022-12-19,Age25_49,UNK,SecondDose,37
2022-12-19,Age18_24,UNK,SecondDose,0
2023-02-27,Age<18,UNK,SecondDose,27
2023-02-27,Age<18,UNK,SecondDose,11
2023-02-27,Age<18,UNK,SecondDose,3
2023-02-27,Age<18,UNK,SecondDose,3
2021-02-22,Age18_24,UNK,SecondDose,200
2021-02-22,Age18_24,UNK,SecondDose,207
2023-05-08,Age80+,UNK,SecondDose,1
2022-10-10,Age70_79,UNK,SecondDose,7
2022-10-10,Age70_79,UNK,SecondDose,54
2022-10-10,Age70_79,UNK,SecondDose,4
2022-10-10,Age60_69,UNK,SecondDose,77
2022-03-28,Age25_49,UNK,SecondDose,543
2022-03-28,Age25_49,UNK,SecondDose,490
2022-03-28,Age25_49,UNK,SecondDose,210
2022-03-28,Age18_24,UNK,SecondDose,339
2021-03-29,Age18_24,UNK,SecondDose,123
2021-07-05,Age18_24,UNK,SecondDose,26603
2021-07-05,Age18_24,UNK,SecondDose,15442
2021-07-05,Age25_49,UNK,SecondDose,1084
2021-07-05,Age25_49,UNK,SecondDose,63090
2021-07-05,Age25_49,UNK,SecondDose,81065
2021-03-29,Age25_49,UNK,SecondDose,369
2021-03-29,Age50_59,UNK,SecondDose,507
2021-03-29,Age50_59,UNK,SecondDose,2146
2021-03-29,Age50_59,UNK,SecondDose,1308
2021-03-29,Age50_59,UNK,SecondDose,1837
2021-03-29,Age60_69,UNK,SecondDose,185
2021-03-29,Age60_69,UNK,SecondDose,708
2021-03-29,Age60_69,UNK,SecondDose,1166
2021-03-29,Age60_69,UNK,SecondDose,2324
2021-07-05,Age25_49,UNK,SecondDose,99710
2021-07-05,Age60_69,UNK,SecondDose,27205
2021-07-05,Age60_69,UNK,SecondDose,36340
2021-03-29,Age70_79,UNK,SecondDose,7908
2021-03-29,Age70_79,UNK,SecondDose,21341
2021-03-29,Age70_79,UNK,SecondDose,885
2021-03-29,Age80+,UNK,SecondDose,28
2021-03-29,Age80+,UNK,SecondDose,43740
2021-03-29,Age80+,UNK,SecondDose,10757
2021-03-29,Age80+,UNK,SecondDose,16661
2022-03-28,Age18_24,UNK,SecondDose,272
2022-03-28,Age18_24,UNK,SecondDose,49
2022-10-10,Age60_69,UNK,SecondDose,41
2022-10-10,Age60_69,UNK,SecondDose,7
2022-10-10,Age60_69,UNK,SecondDose,1
2022-10-10,Age60_69,UNK,SecondDose,3
2022-10-10,Age50_59,UNK,SecondDose,1
2022-03-28,Age18_24,UNK,SecondDose,151
2021-10-11,Age<18,UNK,SecondDose,82450
2021-10-11,ALL,SGSK,SecondDose,0
2021-10-11,ALL,NVXD,SecondDose,0
2021-10-04,Age60_69,UNK,SecondDose,1974
2021-10-04,Age60_69,UNK,SecondDose,1818
2022-03-28,Age<18,UNK,SecondDose,1053
2022-03-28,ALL,UNK,SecondDose,1528
2022-10-10,Age50_59,UNK,SecondDose,39
2023-05-08,Age80+,UNK,SecondDose,1
2023-05-08,Age80+,UNK,SecondDose,0
2023-05-08,Age80+,UNK,SecondDose,0
2023-05-08,Age70_79,UNK,SecondDose,2
2023-05-08,Age70_79,UNK,SecondDose,1
2022-03-28,ALL,UNK,SecondDose,1341
2022-03-28,ALL,UNK,SecondDose,598
2022-03-28,ALL,UNK,SecondDose,161
2022-03-28,ALL,UNK,SecondDose,225
2022-03-28,Age18_24,UNK,SecondDose,2675
2022-03-28,ALL,MODBA.4-5,SecondDose,0
2022-03-28,ALL,COMBA.4-5,SecondDose,0
2023-05-08,Age70_79,UNK,SecondDose,0
2023-05-08,Age70_79,UNK,SecondDose,0
2023-05-08,Age60_69,UNK,SecondDose,7
2023-05-08,Age60_69,UNK,SecondDose,2
2023-05-08,Age60_69,UNK,SecondDose,0
2021-10-04,Age60_69,UNK,SecondDose,4918
2021-10-04,Age60_69,UNK,SecondDose,76
2021-10-04,Age25_49,UNK,SecondDose,1087
2021-10-04,Age18_24,UNK,SecondDose,3520
2021-10-04,Age18_24,UNK,SecondDose,3406
2022-03-21,Age80+,UNK,SecondDose,2
2022-03-21,Age70_79,UNK,SecondDose,41
2022-03-21,Age70_79,UNK,SecondDose,64
2023-05-08,Age60_69,UNK,SecondDose,2
2023-05-08,Age60_69,UNK,SecondDose,4
2023-05-08,Age60_69,UNK,SecondDose,1
2023-05-08,Age50_59,UNK,SecondDose,5
2023-05-08,Age50_59,UNK,SecondDose,1
2022-03-21,Age70_79,UNK,SecondDose,31
2022-03-21,Age70_79,UNK,SecondDose,1
2022-03-21,Age70_79,UNK,SecondDose,14
2022-03-21,Age60_69,UNK,SecondDose,4
2022-03-21,Age60_69,UNK,SecondDose,157
2022-03-21,Age60_69,UNK,SecondDose,59
2022-03-28,Age60_69,UNK,SecondDose,29
2022-03-28,Age60_69,UNK,SecondDose,59
2022-03-28,Age60_69,UNK,SecondDose,57
2022-03-28,Age60_69,UNK,SecondDose,137
2022-03-28,Age60_69,UNK,SecondDose,4
2022-03-28,Age70_79,UNK,SecondDose,18
2022-07-04,Age70_79,UNK,SecondDose,3
2022-09-12,Age60_69,UNK,SecondDose,1
2022-09-19,ALL,AZ,SecondDose,0
2022-09-19,ALL,COMBA.4-5,SecondDose,0
2022-09-19,ALL,MODBA.4-5,SecondDose,0
2022-09-19,Age18_24,UNK,SecondDose,843
2022-09-19,Age<18,UNK,SecondDose,2
2022-09-19,Age18_24,UNK,SecondDose,19
2022-09-19,Age18_24,UNK,SecondDose,54
2022-09-19,Age18_24,UNK,SecondDose,17
2022-05-23,Age<18,UNK,SecondDose,12
2022-05-23,Age<18,UNK,SecondDose,15
2022-05-23,Age<18,UNK,SecondDose,76
2022-05-23,Age<18,UNK,SecondDose,138
2022-05-23,Age18_24,UNK,SecondDose,12
2022-05-23,Age18_24,UNK,SecondDose,372
2022-03-21,Age60_69,UNK,SecondDose,60
2021-10-04,Age18_24,UNK,SecondDose,7431
2021-10-04,Age18_24,UNK,SecondDose,229
2021-10-04,ALL,UNK,SecondDose,3388
2021-10-04,Age70_79,UNK,SecondDose,21525
2022-03-21,Age50_59,UNK,SecondDose,25
2022-03-21,Age25_49,UNK,SecondDose,1132
2022-03-21,Age25_49,UNK,SecondDose,894
2022-03-21,Age25_49,UNK,SecondDose,260
2022-03-21,Age25_49,UNK,SecondDose,106
2022-03-21,Age25_49,UNK,SecondDose,111
2022-03-21,Age18_24,UNK,SecondDose,11
2022-03-21,Age18_24,UNK,SecondDose,217
2022-03-21,Age18_24,UNK,SecondDose,132
2022-01-24,ALL,UNK,SecondDose,11941
2022-01-24,ALL,UNK,SecondDose,32501
2022-01-24,ALL,UNK,SecondDose,13928
2022-01-24,Age<18,UNK,SecondDose,230
2022-01-24,Age<18,UNK,SecondDose,2673
2022-01-24,Age<18,UNK,SecondDose,6505
2022-01-24,Age<18,UNK,SecondDose,5366
2022-01-24,Age<18,UNK,SecondDose,4116
2022-01-24,Age18_24,UNK,SecondDose,8749
2022-01-24,Age18_24,UNK,SecondDose,1868
2021-03-01,Age18_24,UNK,SecondDose,179
2021-03-01,Age18_24,UNK,SecondDose,128
2021-03-01,Age25_49,UNK,SecondDose,66
2022-01-24,Age25_49,UNK,SecondDose,4410
2022-01-24,Age25_49,UNK,SecondDose,12381
2022-01-24,Age25_49,UNK,SecondDose,4909
2022-01-24,Age25_49,UNK,SecondDose,17025
2022-01-24,Age25_49,UNK,SecondDose,10979
2022-01-24,Age50_59,UNK,SecondDose,1650
2022-01-24,Age50_59,UNK,SecondDose,3574
2022-01-24,Age50_59,UNK,SecondDose,3064
2022-01-24,Age50_59,UNK,SecondDose,4404
2022-01-24,Age60_69,UNK,SecondDose,141
2022-01-24,Age60_69,UNK,SecondDose,474
2021-03-01,Age25_49,UNK,SecondDose,247
2021-08-02,Age<18,UNK,SecondDose,17298
2021-08-02,Age50_59,UNK,SecondDose,602
2021-08-02,Age50_59,UNK,SecondDose,3766
2021-08-02,Age50_59,UNK,SecondDose,6408
2021-08-02,Age50_59,UNK,SecondDose,13559
2021-08-02,Age50_59,UNK,SecondDose,850
2021-08-02,Age60_69,UNK,SecondDose,674
2021-08-02,Age60_69,UNK,SecondDose,124
2021-08-02,Age60_69,UNK,SecondDose,4719
2023-05-08,Age50_59,UNK,SecondDose,2
2023-05-08,Age50_59,UNK,SecondDose,10
2023-05-08,Age18_24,UNK,SecondDose,3
2022-10-10,ALL,UNK,SecondDose,314
2022-05-23,Age18_24,UNK,SecondDose,36
2021-03-29,AgeUNK,UNK,SecondDose,0
2021-04-05,ALL,AZ,SecondDose,1398
2021-04-05,ALL,COMBA.4-5,SecondDose,0
2021-04-05,ALL,MODBA.4-5,SecondDose,0
2021-07-05,Age60_69,UNK,SecondDose,17637
2021-07-05,Age70_79,UNK,SecondDose,579
2021-07-05,Age70_79,UNK,SecondDose,899
2021-04-05,ALL,UNK,SecondDose,24257
2022-05-23,Age18_24,UNK,SecondDose,44
2022-05-23,Age18_24,UNK,SecondDose,159
2022-05-23,Age25_49,UNK,SecondDose,169
2022-05-23,Age25_49,UNK,SecondDose,123
2022-09-19,Age18_24,UNK,SecondDose,88
2022-09-19,Age50_59,UNK,SecondDose,1
2022-09-19,Age60_69,UNK,SecondDose,3
2022-09-19,Age60_69,UNK,SecondDose,0
2022-05-23,Age50_59,UNK,SecondDose,35
2022-05-23,Age50_59,UNK,SecondDose,68
2022-05-23,Age50_59,UNK,SecondDose,72
2022-05-23,Age50_59,UNK,SecondDose,166
2022-05-23,Age60_69,UNK,SecondDose,220
2022-05-23,Age60_69,UNK,SecondDose,15
2022-05-23,Age60_69,UNK,SecondDose,27
2022-05-23,Age60_69,UNK,SecondDose,71
2022-05-23,Age60_69,UNK,SecondDose,1
2022-05-23,Age70_79,UNK,SecondDose,12
2022-09-19,Age60_69,UNK,SecondDose,11
2022-09-19,Age60_69,UNK,SecondDose,38
2022-09-19,Age80+,UNK,SecondDose,0
2022-05-23,Age70_79,UNK,SecondDose,42
2022-05-23,Age80+,UNK,SecondDose,2
2022-05-23,Age80+,UNK,SecondDose,15
2022-05-23,Age80+,UNK,SecondDose,30
2022-05-23,Age80+,UNK,SecondDose,42
2022-01-31,AgeUNK,UNK,SecondDose,0
2022-02-07,ALL,AZ,SecondDose,74
2022-02-07,ALL,COMBA.4-5,SecondDose,0
2022-02-07,ALL,MODBA.4-5,SecondDose,0
2022-02-07,Age80+,UNK,SecondDose,6357
2022-04-25,Age60_69,UNK,SecondDose,93
2022-04-25,Age60_69,UNK,SecondDose,40
2022-04-25,Age70_79,UNK,SecondDose,16
2022-04-25,Age70_79,UNK,SecondDose,2
2022-05-02,ALL,MODBA.4-5,SecondDose,0
2022-02-07,Age<18,UNK,SecondDose,185
2022-02-07,Age<18,UNK,SecondDose,9854
2022-02-07,Age<18,UNK,SecondDose,3045
2021-05-03,Age60_69,UNK,SecondDose,10306
2021-05-03,Age70_79,UNK,SecondDose,248
2021-05-03,Age70_79,UNK,SecondDose,1673
2021-05-03,Age70_79,UNK,SecondDose,22653
2021-05-03,Age70_79,UNK,SecondDose,22243
2021-05-03,Age70_79,UNK,SecondDose,29439
2022-10-10,ALL,UNK,SecondDose,247
2022-10-10,ALL,UNK,SecondDose,120
2022-10-10,Age60_69,UNK,SecondDose,376
2022-10-10,Age18_24,UNK,SecondDose,893
2022-10-10,ALL,MODBA.4-5,SecondDose,0
2022-10-10,ALL,COMBA.4-5,SecondDose,1378
2022-10-10,ALL,AZ,SecondDose,0
2022-10-03,Age80+,UNK,SecondDose,18
2022-10-03,Age80+,UNK,SecondDose,9
2023-05-08,Age18_24,UNK,SecondDose,2
2023-05-08,Age18_24,UNK,SecondDose,10
2023-05-08,Age<18,UNK,SecondDose,2
2023-05-08,Age<18,UNK,SecondDose,31
2022-10-03,Age70_79,UNK,SecondDose,11
2022-10-03,Age70_79,UNK,SecondDose,7
2022-10-03,Age70_79,UNK,SecondDose,1
2022-10-03,Age70_79,UNK,SecondDose,1
2022-10-03,Age60_69,UNK,SecondDose,9
2022-10-03,Age60_69,UNK,SecondDose,16
2022-10-03,Age60_69,UNK,SecondDose,9
2022-10-03,Age60_69,UNK,SecondDose,1
2022-10-03,Age60_69,UNK,SecondDose,8
2022-10-03,Age50_59,UNK,SecondDose,58
2022-10-03,Age50_59,UNK,SecondDose,12
2023-05-08,Age<18,UNK,SecondDose,1
2023-05-01,Age80+,UNK,SecondDose,1
2023-05-01,Age80+,UNK,SecondDose,4
2022-10-03,Age25_49,UNK,SecondDose,138
2022-10-03,Age25_49,UNK,SecondDose,64
2022-10-03,Age25_49,UNK,SecondDose,15
2022-10-03,Age25_49,UNK,SecondDose,25
2022-10-03,Age18_24,UNK,SecondDose,3
2022-10-03,Age18_24,UNK,SecondDose,65
2022-10-03,Age18_24,UNK,SecondDose,18
2022-10-03,Age18_24,UNK,SecondDose,11
2022-10-03,Age18_24,UNK,SecondDose,17
2023-05-01,Age80+,UNK,SecondDose,6
2023-05-01,Age80+,UNK,SecondDose,0
2023-05-01,Age50_59,UNK,SecondDose,7
2023-05-01,Age50_59,UNK,SecondDose,3
2023-05-01,Age50_59,UNK,SecondDose,0
2022-10-03,ALL,UNK,SecondDose,448
2022-10-03,ALL,UNK,SecondDose,102
2022-10-03,ALL,UNK,SecondDose,270
2022-10-03,ALL,UNK,SecondDose,47
2021-04-05,ALL,UNK,SecondDose,59418
2022-12-19,Age18_24,UNK,SecondDose,36
2022-12-19,Age18_24,UNK,SecondDose,17
2021-09-20,Age18_24,UNK,SecondDose,344
2022-10-03,Age80+,UNK,SecondDose,179
2022-10-03,Age50_59,UNK,SecondDose,435
2022-05-02,Age18_24,UNK,SecondDose,2435
2022-05-02,Age60_69,UNK,SecondDose,1420
2022-05-02,ALL,UNK,SecondDose,175
2022-05-02,Age18_24,UNK,SecondDose,151
2021-05-03,Age80+,UNK,SecondDose,20180
2021-05-03,Age80+,UNK,SecondDose,12630
2021-05-10,ALL,NVXD,SecondDose,0
2021-05-10,ALL,SGSK,SecondDose,0
2021-05-10,Age<18,UNK,SecondDose,254
2021-05-10,Age50_59,UNK,SecondDose,164587
2021-05-10,Age80+,UNK,SecondDose,98402
2021-05-10,ALL,UNK,SecondDose,52914
2021-05-10,ALL,UNK,SecondDose,70378
2021-05-10,ALL,UNK,SecondDose,66912
2022-10-03,Age<18,UNK,SecondDose,1007
2022-10-03,ALL,SGSK,SecondDose,0
2022-09-26,AgeUNK,UNK,SecondDose,0
2022-09-26,Age80+,UNK,SecondDose,27
2023-05-01,Age18_24,UNK,SecondDose,6
2023-05-01,Age<18,UNK,SecondDose,3
2023-05-01,Age<18,UNK,SecondDose,5
2023-05-01,Age<18,UNK,SecondDose,3
2022-09-26,Age70_79,UNK,SecondDose,15
2022-09-26,Age70_79,UNK,SecondDose,8
2022-09-26,Age70_79,UNK,SecondDose,5
2022-09-26,Age70_79,UNK,SecondDose,11
2023-05-01,ALL,SGSK,SecondDose,4
2023-05-01,ALL,NVXD,SecondDose,14
2023-05-01,ALL,MOD,SecondDose,3
2023-04-24,Age80+,UNK,SecondDose,3
2023-04-24,Age80+,UNK,SecondDose,0
2023-04-24,Age80+,UNK,SecondDose,0
2023-04-24,Age50_59,UNK,SecondDose,11
2023-04-24,Age50_59,UNK,SecondDose,8
2023-04-24,Age50_59,UNK,SecondDose,0
2023-04-24,Age50_59,UNK,SecondDose,0
2022-09-26,Age25_49,UNK,SecondDose,57
2022-09-26,Age25_49,UNK,SecondDose,91
2022-09-26,Age25_49,UNK,SecondDose,31
2022-09-26,Age25_49,UNK,SecondDose,37
2022-09-26,Age25_49,UNK,SecondDose,29
2021-01-11,Age80+,UNK,SecondDose,27
2021-01-11,Age80+,UNK,SecondDose,19
2021-01-11,Age80+,UNK,SecondDose,0
2021-01-11,Age70_79,UNK,SecondDose,17
2021-01-11,Age70_79,UNK,SecondDose,11
2023-04-24,Age50_59,UNK,SecondDose,1
2023-04-24,Age25_49,UNK,SecondDose,0
2023-04-24,Age25_49,UNK,SecondDose,27
2021-04-05,ALL,UNK,SecondDose,3426
2023-04-24,Age25_49,UNK,SecondDose,8
2023-04-24,Age25_49,UNK,SecondDose,8
2023-04-24,Age25_49,UNK,SecondDose,6
2023-04-24,Age18_24,UNK,SecondDose,42
2023-04-24,Age18_24,UNK,SecondDose,8
2023-04-24,Age18_24,UNK,SecondDose,11
2023-04-24,Age18_24,UNK,SecondDose,11
2023-04-24,Age<18,UNK,SecondDose,21
2021-04-26,ALL,SGSK,SecondDose,0
2021-04-19,Age70_79,UNK,SecondDose,366
2021-04-19,Age60_69,UNK,SecondDose,4391
2023-04-24,Age<18,UNK,SecondDose,4
2023-04-24,ALL,UNK,SecondDose,1
2023-04-24,ALL,UNK,SecondDose,68
2023-04-24,ALL,UNK,SecondDose,31
2023-04-24,ALL,UNK,SecondDose,26
2022-05-02,Age18_24,UNK,SecondDose,66
2022-05-02,Age18_24,UNK,SecondDose,257
2022-05-02,Age18_24,UNK,SecondDose,219
2022-05-02,Age25_49,UNK,SecondDose,80
2021-05-10,Age<18,UNK,SecondDose,12
2021-05-10,Age<18,UNK,SecondDose,13
2021-05-10,Age18_24,UNK,SecondDose,18
2021-11-08,Age70_79,UNK,SecondDose,3341
2021-11-08,Age70_79,UNK,SecondDose,1930
2021-11-08,Age80+,UNK,SecondDose,88
2021-11-08,Age80+,UNK,SecondDose,102
2021-11-08,Age80+,UNK,SecondDose,587
2021-11-08,Age80+,UNK,SecondDose,1034
2022-03-07,ALL,UNK,SecondDose,0
2022-03-07,Age25_49,UNK,SecondDose,15780
2022-03-07,Age70_79,UNK,SecondDose,1738
2022-03-07,ALL,UNK,SecondDose,415
2021-11-15,ALL,UNK,SecondDose,0
2021-11-15,AgeUNK,UNK,SecondDose,0
2021-11-15,ALL,UNK,SecondDose,1124
2021-04-05,Age<18,UNK,SecondDose,1
2021-04-05,Age<18,UNK,SecondDose,19
2021-04-05,Age<18,UNK,SecondDose,5
2021-04-05,Age<18,UNK,SecondDose,8
2021-04-05,Age18_24,UNK,SecondDose,42
2021-04-05,Age18_24,UNK,SecondDose,51
2021-04-05,Age18_24,UNK,SecondDose,340
2021-04-05,Age18_24,UNK,SecondDose,186
2021-07-12,ALL,SGSK,SecondDose,0
2021-07-12,Age70_79,UNK,SecondDose,74623
2021-07-12,ALL,UNK,SecondDose,3698
2021-07-12,ALL,UNK,SecondDose,14513
2021-04-05,Age25_49,UNK,SecondDose,2417
2021-04-05,Age25_49,UNK,SecondDose,3132
2021-04-05,Age50_59,UNK,SecondDose,6578
2021-04-05,Age50_59,UNK,SecondDose,1387
2021-04-05,Age50_59,UNK,SecondDose,1090
2021-04-05,Age50_59,UNK,SecondDose,1947
2021-04-05,Age50_59,UNK,SecondDose,592
2021-04-05,Age60_69,UNK,SecondDose,1618
2021-04-05,Age60_69,UNK,SecondDose,12618
2021-04-05,Age60_69,UNK,SecondDose,1752
2021-07-12,ALL,UNK,SecondDose,116252
2021-07-12,Age18_24,UNK,SecondDose,24779
2021-07-12,Age18_24,UNK,SecondDose,25635
2021-07-12,Age18_24,UNK,SecondDose,31449
2021-04-05,Age70_79,UNK,SecondDose,18563
2021-04-05,Age70_79,UNK,SecondDose,25228
2021-04-05,Age80+,UNK,SecondDose,137
2021-04-05,Age80+,UNK,SecondDose,423
2021-04-05,Age80+,UNK,SecondDose,11768
2021-04-05,Age80+,UNK,SecondDose,17845
2021-04-05,Age80+,UNK,SecondDose,1072
2021-04-12,ALL,COM,SecondDose,697379
2023-04-24,ALL,UNK,SecondDose,194
2023-04-24,Age70_79,UNK,SecondDose,28
2023-04-24,Age25_49,UNK,SecondDose,403
2023-04-24,ALL,UNK,SecondDose,0
2023-04-24,ALL,MODBA.1,SecondDose,10
2023-04-24,ALL,JANSS,SecondDose,0
